id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition,price_double
10310,"Longines
ロンジン レ エレガンテ ドゥ ロンジン　トノー ダイヤ　手巻 L2.144.7.72.2 750WG レディース 時計 2110036","$2,198",Longines,N/A,N/A,N/A,N/A,N/A,Unknown,Good,Women's watch,15 mm,N/A,2198.0
71018,N/A,"$17,500",Rolex,Lady-Datejust,279171,N/A,Gold/Steel,Gold/Steel,2019,N/A,N/A,28 mm,Very good,17500.0
65963,N/A,"$19,490",Rolex,Datejust 41,126333,N/A,N/A,N/A,Unknown,N/A,N/A,41 mm,Unworn,19490.0
2690,"Oris Big Crown ProPilot Date
01 751 7761 4065-07 8 20 08P","$2,162",Oris,Big Crown ProPilot Date,01 751 7761 4065-07 8 20 08P,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,N/A,2162.0
10539,"TAG Heuer Aquaracer 300M
WBD1110.BA0928","$1,714",TAG Heuer,Aquaracer 300M,WBD1110.BA0928,Quartz,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,N/A,1714.0
6321,"Breitling Navitimer
Automatic 41","$9,053",Breitling,Navitimer,U17326121M1U1,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,41 mm,N/A,9053.0
4740,"Zenith
El Primero Chronomaster Tour Edición Limitada","$10,869",Zenith,N/A,03.2040.400/04.C496,N/A,N/A,N/A,2015 (Approximation),New,Men's watch/Unisex,42 mm,N/A,10869.0
38032,N/A,"$9,099",Rolex,Lady-Datejust,179173,N/A,N/A,N/A,Unknown,N/A,N/A,26 mm,Very good,9099.0
7529,"Seiko Astron GPS Solar
Japan Collection 2020 SBXC055",$732,Seiko,Astron GPS Solar,SBXC055,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,43 mm,N/A,732.0
64988,N/A,"$20,702",Rolex,Sky-Dweller,326934,N/A,Steel,Steel,2022,N/A,N/A,42 mm,Unworn,20702.0
3815,"Patek Philippe Chronograph
Rose Gold 5070R really never used with original tag","$102,382",Patek Philippe,Chronograph,5070R-001,N/A,N/A,N/A,Unknown,Unworn,N/A,42 mm,N/A,102382.0
14668,"Longines Legend Diver
Automatic 36mm L3.374.4.80.6 L33744806","$1,915",Longines,Legend Diver,N/A,Automatic,Steel,Steel,2023,New,Women's watch,36 mm,N/A,1915.0
4063,"Zenith
XL-Tronic","$1,139",Zenith,N/A,N/A,N/A,N/A,N/A,1976 (Approximation),Very good,N/A,35 x 40 mm,N/A,1139.0
33748,N/A,"$4,949",Rolex,Datejust 36,16220,N/A,Steel,Steel,1997,N/A,N/A,36 mm,Good,4949.0
31710,"Omega
Anhängeührchen Gold 750 mit Diamanten und Rubinen incl. Kette 60 cm","$3,306",Omega,N/A,N/A,N/A,N/A,N/A,Unknown,Very good,Women's watch,25 mm,N/A,3306.0
1635,"Oris Aquis
01 733 7770 4155-07 8 18 05P - Aquis Automatic Blue Dial Stainless Steel Ladies Watch","$2,510",Oris,Aquis,01 733 7770 4155-07 8 18 05P,Automatic,Steel,Steel,Unknown,New,Women's watch,36.5 mm,N/A,2510.0
14032,"Seiko
SKX013",$500,Seiko,N/A,N/A,N/A,N/A,N/A,2019 (Approximation),Fair,Men's watch/Unisex,38 mm,N/A,500.0
6764,"Longines HydroConquest
L3.740.4.56.6","$1,479",Longines,HydroConquest,L3.740.4.56.6,Quartz,Steel,Steel,2023,New,Men's watch/Unisex,41 mm,N/A,1479.0
14071,N/A,"$8,464",Rolex,Oyster Perpetual 36,126000,N/A,Steel,Steel,2021,N/A,N/A,36 mm,Very good,8464.0
26806,"Omega Speedmaster
SNOOPY","$34,203",Omega,Speedmaster,310.32.42.50.02.001,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,42 mm,N/A,34203.0
10792,"Audemars Piguet Royal Oak Chronograph
41mm Blue Dial Bracelet 26240OR Unworn 2022+","$149,995",Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.01,N/A,N/A,N/A,2022 (Approximation),Unworn,Men's watch/Unisex,41 mm,N/A,149995.0
4031,"Seiko Solar
SUT394J1 Solar Sapphire crystal WATCH",$630,Seiko,Solar,N/A,N/A,N/A,N/A,Unknown,New,Women's watch,34 mm,N/A,630.0
5636,"Patek Philippe Nautilus
5711/1a - White Dial - Full Set New 2016","$135,673",Patek Philippe,Nautilus,5711/1A-011,Automatic,Steel,Steel,2016,New,N/A,"Patek Philippe Nautilus 5711/1A - White Dial - full set new 2016 With the rounded octagonal shape of the bezel, the ingenious porthole architecture of the case and the dial with its horizontal relief motif, the Nautilus has epitomised the concept of the elegant sports watch since 1976. Forty years later, it is now available in a splendid collection of men's and women's timepieces in steel, pink gold, white gold or two-tone versions, to accompany the most active of lifestyles. Self-winding mechanical movement. Caliber 324 s c. Date window. Centre seconds hand. Silvered white dial, gold applied hour markers with luminescent coating. Steel bracelet with Nautilus folding clasp. In steel. Screw-down crown. Sapphire crystal case back. Water-resistant to 120 m. Case diameter (from 10 o'clock to 16 o'clock): 40 mm. Thickness: 8.3 mm. With the rounded octagonal shape of the bezel, the ingenious porthole architecture of the case and the dial with its horizontal relief pattern, the Nautilus has epitomised the concept of the elegant sports watch since 1976. Forty years later, it is now available in a splendid collection of men's and women's timepieces in steel, pink gold, white gold or two-tone versions, to accompany the most active of lifestyles. Self-winding mechanical movement. Caliber 324 s c. Date window. Centre seconds hand. Silvered white dial, gold applied hour markers with luminescent coating. Steel bracelet with Nautilus folding clasp. In steel. Screw-down crown. Sapphire crystal case back. Water-resistant to 120 m. Case diameter (from 10 o'clock to 16 o'clock): 40 mm. Thickness: 8.3 mm.",N/A,135673.0
14321,N/A,"$11,511",Rolex,Milgauss,116400,N/A,Steel,Steel,2009,N/A,N/A,40 mm,Good,11511.0
12642,"Oris Aquis Date
AquisPro Date Calibre 400 01 400 7767 7754-07 4 26 64BTEB","$3,050",Oris,Aquis Date,01 400 7767 7754-07 4 26 64BTEB,Automatic,Titanium,Rubber,Unknown,Very good,Men's watch/Unisex,49 mm,N/A,3050.0
13671,"Seiko Presage
SRPB41J1",$350,Seiko,Presage,SRPB41J1,N/A,N/A,N/A,2018,Very good,Men's watch/Unisex,40.5 mm,N/A,350.0
7528,"Breitling Superocean 36
Automatic 36 Orange","$3,480",Breitling,Superocean 36,A17377211O1A1,N/A,N/A,N/A,2022,Unworn,Women's watch,36 mm,N/A,3480.0
1191,"Cartier
Octagon 2965 Box + Service papers (unpolished)","$2,942",Cartier,N/A,2965,N/A,N/A,N/A,1990 (Approximation),Good,Men's watch/Unisex,30 mm,N/A,2942.0
4172,"TAG Heuer Link Lady
WBC1313.BA0600","$2,128",TAG Heuer,Link Lady,WBC1313.BA0600,N/A,N/A,N/A,2021 (Approximation),Unworn,Women's watch,32 mm,N/A,2128.0
1800,N/A,Price on request,Rolex,Explorer,6610,N/A,N/A,N/A,1956,N/A,N/A,N/A,Good,0.0
1321,"Jaeger-LeCoultre Albatros
Steel + 18K Gold Lady timeless folden clasp Quarz","$1,484",Jaeger-LeCoultre,Albatros,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,26 x 28 mm,N/A,1484.0
2863,"Hublot Classic Fusion Blue
550.ES.5100.RX.ORL21 - Classic Fusion Automatic Blue Dial Ceramic Men's Watch","$14,365",Hublot,Classic Fusion Blue,550.ES.5100.RX.ORL21,Automatic,Ceramic,Rubber,Unknown,New,Men's watch/Unisex,40 mm,N/A,14365.0
8438,"IWC Portuguese Automatic
IW500113","$16,900",IWC,Portuguese Automatic,IW500113,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,N/A,N/A,16900.0
29713,Omega Speedmaster 2020 Tokyo 522.30.42.30.03.001,N/A,Omega,Speedmaster,N/A,N/A,N/A,N/A,"2006, 2018, 2019, 2020, 2021",N/A,Men's watch/Unisex,N/A,N/A,0.0
15886,"Seiko
セイコー ローレル スモールセコンド 4S28-5010 手巻き メンズ_714546 中古",$695,Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,34 mm,N/A,695.0
14189,N/A,"$9,565",Rolex,Explorer,124270,N/A,N/A,N/A,Unknown,N/A,N/A,36 mm,Very good,9565.0
51002,N/A,"$24,833",Rolex,Submariner Date,116610LV,N/A,Steel,Steel,2017,N/A,N/A,40 mm,New,24833.0
3691,"IWC Portuguese Automatic
Portugieser Automatic 7 Tage IW500705","$13,065",IWC,Portuguese Automatic,IW500705,N/A,N/A,N/A,2021,Unworn,Men's watch/Unisex,"42,3 mm",N/A,13065.0
20481,N/A,"$12,651",Rolex,Yacht-Master 40,16622,N/A,N/A,N/A,2002,N/A,N/A,41 mm,Very good,12651.0
36248,"Omega Constellation
Automatic 35mm 18kRose/Steel DiamondDial 123.20.35.20.63.001","$4,800",Omega,Constellation,123.20.35.20.63.001,Automatic,N/A,N/A,2010,Very good,N/A,35 mm,N/A,4800.0
10208,N/A,"$15,009",Rolex,Datejust 36,126234,N/A,Steel,Steel,2022 (Approximation),N/A,N/A,36 mm,Unworn,15009.0
7844,"Patek Philippe Nautilus
5711 30th Anniversary Edition New","$130,000",Patek Philippe,Nautilus,5711/1A-010,N/A,N/A,N/A,2013,Unworn,Men's watch/Unisex,40 x 38 mm,N/A,130000.0
6943,"Hublot Big Bang Unico
44mm","$22,198",Hublot,Big Bang Unico,421.NM.1170.RX,N/A,N/A,N/A,2022,New,Men's watch/Unisex,44 mm,N/A,22198.0
7821,N/A,"$23,699",Rolex,Datejust 31,278384RBR,N/A,Steel,Steel,2023 (Approximation),N/A,N/A,31 x 37 mm,Unworn,23699.0
20581,"Omega Speedmaster Date
Silver/Argento 3513.3000","$3,249",Omega,Speedmaster Date,3513.3000,Automatic,Steel,Steel,2000,Very good,Men's watch/Unisex,N/A,N/A,3249.0
7287,"IWC
Vintage Yellow Gold","$3,101",IWC,N/A,N/A,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,N/A,N/A,3101.0
1809,"Oris Williams F1
Day Date 01 735 7740 4155-07 8 24 50S","$1,499",Oris,Williams F1,01 735 7740 4155-07 8 24 50S,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,42 mm,N/A,1499.0
2053,"Longines Master Collection
White Automatic Master Stainless","$2,217",Longines,Master Collection,L2.628.4.77.6,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,38.5 mm,N/A,2217.0
5586,"Omega Constellation Quartz
28 mm","$3,170",Omega,Constellation Quartz,131.10.28.60.03.001,N/A,N/A,N/A,Unknown,New,Women's watch,28 mm,N/A,3170.0
10637,"Seiko Alpinist
Prospex Alpinist 1959 Seiko",$794,Seiko,Alpinist,SPB249J1,N/A,N/A,N/A,2022,New,Men's watch/Unisex,38 mm,N/A,794.0
551,"Breitling Navitimer
Automatic 41 U17326121M1U1","$9,110",Breitling,Navitimer,U17326121M1U1,N/A,N/A,N/A,2023,New,Men's watch/Unisex,41 mm,N/A,9110.0
6078,"Cartier Clé de Cartier
WSCL0007","$6,054",Cartier,Clé de Cartier,WSCL0007,Automatic,Steel,Steel,2021,Very good,Men's watch/Unisex,40 mm,N/A,6054.0
5127,"Patek Philippe Golden Ellipse
Ref.: 3738/117 Automatik in 18k Gelbgold Papiere aus 1994","$22,791",Patek Philippe,Golden Ellipse,3738/117,Automatic,Yellow gold,Yellow gold,1994,Very good,Men's watch/Unisex,36 x 31 mm,N/A,22791.0
19495,"Omega Seamaster Aqua Terra
White Dial 38mm","$5,929",Omega,Seamaster Aqua Terra,220.12.38.20.02.001,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,38 x 13.2 mm,N/A,5929.0
5008,"TAG Heuer Aquaracer
Professional 1000 Superdiver Ref. Tag WBP5A8A.BF0619","$6,383",TAG Heuer,Aquaracer,WBP5A8A.BF0619,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,45 mm,N/A,6383.0
3324,"Vacheron Constantin Patrimony
Traditionnelle Chronograph 47192/000G-9504","$35,950",Vacheron Constantin,Patrimony,47192/000G-9504,Manual winding,White gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,35950.0
6514,"Breitling Superocean Heritage II 42
B20 Automatic 42",Price on request,Breitling,Superocean Heritage II 42,UB2010121B1A1,N/A,N/A,N/A,2023 (Approximation),Unworn,Men's watch/Unisex,42 mm,N/A,0.0
3774,"Zenith Sporto
Vintage",$539,Zenith,Sporto,N/A,N/A,N/A,N/A,1966 (Approximation),Very good,Men's watch/Unisex,35 x 40 mm,N/A,539.0
6177,"Seiko
SPORTS",$552,Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,N/A,N/A,552.0
13029,"Omega Seamaster Railmaster
220.10.40.20.06.001","$4,866",Omega,Seamaster Railmaster,220.10.40.20.06.001,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,40 mm,N/A,4866.0
9055,"Hublot Big Bang 44 mm
301.SX.1170.RX","$10,064",Hublot,Big Bang 44 mm,301.SX.1170.RX,Automatic,Steel,Rubber,2017,Very good,N/A,44 mm,N/A,10064.0
1766,"Patek Philippe Nautilus
5711/1R-001","$188,118",Patek Philippe,Nautilus,5711/1R-001,N/A,N/A,N/A,2018,Very good,Men's watch/Unisex,40 mm,N/A,188118.0
14209,N/A,"$3,845",Rolex,Lady-Datejust,69173,N/A,N/A,N/A,1991,N/A,N/A,N/A,Very good,3845.0
5011,N/A,"$8,013",Rolex,Datejust 36,16233,N/A,Gold/Steel,Gold/Steel,1994,N/A,N/A,36 mm,Good,8013.0
51696,N/A,"$8,250",Rolex,Yacht-Master,68623,N/A,N/A,N/A,1997 (Approximation),N/A,N/A,35 mm,Very good,8250.0
16725,"Seiko
セイコー GS グランドセイコー デイト 8N65-8000 クォーツ メンズ_704767 中古",$618,Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,36 mm,N/A,618.0
9546,"Cartier Tank Vermeil
590005","$1,450",Cartier,Tank Vermeil,590005,N/A,N/A,N/A,1980 (Approximation),Good,Men's watch/Unisex,30 x 23 mm,N/A,1450.0
4912,"Panerai Luminor 1950 3 Days GMT Automatic
PAM 01441","$13,668",Panerai,Luminor 1950 3 Days GMT Automatic,PAM 01441,N/A,N/A,N/A,2023,New,Men's watch/Unisex,44 mm,N/A,13668.0
56290,N/A,"$38,888",Rolex,Day-Date 36,1803,N/A,Yellow gold,N/A,Unknown,N/A,N/A,36 mm,Unworn,38888.0
1669,"TAG Heuer Link Lady
32mm WBC1313.BA0600","$2,143",TAG Heuer,Link Lady,WBC1313.BA0600,N/A,N/A,N/A,Unknown,New,Women's watch,32 mm,N/A,2143.0
9305,"Longines Record
Collection","$2,587",Longines,Record,L2.820.5.11.2,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,38.5 mm,N/A,2587.0
8722,"Breitling Super Avenger
Chronograph 48 Night Mission V13375101C1X2","$4,109",Breitling,Super Avenger,V13375101C1X2,N/A,N/A,N/A,2021,Very good,Men's watch/Unisex,48 mm,N/A,4109.0
6835,N/A,"$54,169",Rolex,Day-Date 36,128235,N/A,Rose gold,Rose gold,2023 (Approximation),N/A,N/A,36 x 43 mm,Unworn,54169.0
2050,"Breitling Navitimer
A17395201K1A1","$4,899",Breitling,Navitimer,A17395201K1A1,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,35 mm,N/A,4899.0
38112,N/A,"$6,855",Rolex,Oyster Perpetual 28,276200,N/A,Steel,Steel,2022 (Approximation),N/A,N/A,28 mm,Unworn,6855.0
3414,"Jaeger-LeCoultre Master Geographic
Control Geographic 40mm - Q4128420","$16,101",Jaeger-LeCoultre,Master Geographic,Q4128420,N/A,N/A,N/A,2023,New,Men's watch/Unisex,40 mm,N/A,16101.0
40920,N/A,"$9,995",Rolex,Oyster Perpetual 36,126000,N/A,N/A,N/A,2021,N/A,N/A,36 mm,New,9995.0
48797,N/A,"$47,000",Rolex,GMT-Master II,126715CHNR,N/A,Rose gold,Rose gold,2023,N/A,N/A,40 mm,New,47000.0
549,"Sinn 356
ジン SINN 356ユーロフリーガー 356.EURO.FLIEGER OH済 黒 日本限定 NATO軍ユーロコプター 左側リューズ メンズ 腕時計自動巻き ブラック","$2,530",Sinn,356,N/A,Automatic,N/A,N/A,Unknown,Good,Men's watch/Unisex,38.5 mm,N/A,2530.0
1225,"Omega Seamaster
Soccer Ref. 145.020 Circa 1970","$3,800",Omega,Seamaster,145.020,Manual winding,Steel,Steel,1970,Good,Men's watch/Unisex,41 mm,N/A,3800.0
37343,N/A,"$16,999",Rolex,Day-Date 36,N/A,N/A,Yellow gold,Yellow gold,1995,N/A,N/A,36 mm,Good,16999.0
52466,N/A,"$12,900",Rolex,GMT-Master II,16710,N/A,Steel,Steel,2006 (Approximation),N/A,N/A,40 mm,Good,12900.0
8747,"Breitling Colt
A50036",$748,Breitling,Colt,N/A,N/A,N/A,N/A,1995 (Approximation),Good,Men's watch/Unisex,38 mm,N/A,748.0
1070,"Seiko 5
Automatic Japan Made SNKK35 SNKK35J1 SNKK35J Men's Watch",$115,Seiko,5,N/A,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,39 mm,N/A,115.0
6457,"Omega De Ville
Damen Handaufzug Vintage Rar 22mm Stahl Rar Armbanduhr Schön",$489,Omega,De Ville,N/A,N/A,N/A,N/A,Unknown,Good,N/A,22 mm,N/A,489.0
5322,"Omega Seamaster Aqua Terra
150m Co?Axial Master Chronome 220.10.38.20.02.002","$6,035",Omega,Seamaster Aqua Terra,220.10.38.20.02.002,Automatic,Steel,Steel,2023,Unworn,N/A,38 mm,N/A,6035.0
15367,N/A,"$34,040",Rolex,Day-Date 36,18388,N/A,Yellow gold,Yellow gold,Unknown,N/A,N/A,36 mm,Good,34040.0
1241,"Tudor Prince Oysterdate
Quartz","$3,451",Tudor,Prince Oysterdate,91520,N/A,N/A,N/A,1989,Very good,Men's watch/Unisex,34 mm,N/A,3451.0
56150,N/A,"$15,495",Rolex,Submariner (No Date),124060,N/A,Steel,Steel,2022,N/A,N/A,41 x 40 mm,New,15495.0
12982,N/A,"$2,885",Rolex,Lady-Datejust,69173,N/A,N/A,Leather,1985,N/A,N/A,26 mm,Fair,2885.0
32555,N/A,"$25,500",Rolex,Yacht-Master 40,16628,N/A,N/A,N/A,2005 (Approximation),N/A,N/A,40 mm,Very good,25500.0
8873,"Audemars Piguet Royal Oak Concept
FLYING TOURBILLON GMT",Price on request,Audemars Piguet,Royal Oak Concept,26589IO.OO.D002CA.01,N/A,N/A,N/A,2020,New,Men's watch/Unisex,44 mm,N/A,0.0
61337,N/A,"$14,500",Rolex,Oyster Perpetual 36,126000,N/A,N/A,N/A,Unknown,N/A,N/A,36 mm,Unworn,14500.0
65561,N/A,"$2,938",Rolex,Oyster Perpetual,67180,N/A,N/A,N/A,1987,N/A,N/A,25 x 26 mm,Very good,2938.0
2546,"TAG Heuer Aquaracer 300M
Professional 300 Automatic 43 mm","$4,888",TAG Heuer,Aquaracer 300M,WBP208B.BF0631,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,43 mm,N/A,4888.0
1819,"Vacheron Constantin
Vintage","$5,176",Vacheron Constantin,N/A,N/A,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,33 mm,N/A,5176.0
6453,"Longines Avigation
BigEye","$3,610",Longines,Avigation,L2.816.1.93.2,Automatic,Titanium,Leather,2023,New,Men's watch/Unisex,N/A,N/A,3610.0
21124,N/A,"$73,354",Rolex,Daytona,N/A,N/A,N/A,N/A,1996,N/A,N/A,40 mm,Unworn,73354.0
562,"Panerai
Radiomir TOURBILLON Gmt Ouro Rose 47mm Edição de 50 Unidades","$104,659",Panerai,N/A,PAM 00330,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,47 mm,N/A,104659.0
18915,"Omega Constellation
1312.30.00 Steel Yellow Gold 33 mm","$1,995",Omega,Constellation,1312.30.00,Quartz,Steel,Steel,2000 (Approximation),Very good,Women's watch,33 mm,N/A,1995.0
4301,"Seiko Credor
(セイコー) GSBA061",Price on request,Seiko,Credor,N/A,N/A,N/A,N/A,Unknown,New,N/A,N/A,N/A,0.0
1821,"Tudor Black Bay 41
79540-0006 - Heritage Black Bay 41 Steel Automatic Black Dial Men's Watch","$3,925",Tudor,Black Bay 41,79540-0006,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,41 mm,N/A,3925.0
6099,"Cartier Tank Française
2384","$4,038",Cartier,Tank Française,2384,Quartz,Steel,Steel,2000 (Approximation),Very good,Women's watch,20 x 25 mm,N/A,4038.0
940,"Oris Big Crown ProPilot Chronograph
01 774 7699 4063-07 5 22 05FC Big Crown Propilot Watch","$2,623",Oris,Big Crown ProPilot Chronograph,N/A,Automatic,Steel,Leather,2018,New,Men's watch/Unisex,44 mm,N/A,2623.0
6646,N/A,"$53,419",Rolex,Sky-Dweller,N/A,N/A,N/A,N/A,2023,N/A,N/A,N/A,New,53419.0
1831,"Oris Divers Sixty Five
01 733 7747 4354-07 8 17 18 Divers 65 Black Dial Watch","$2,010",Oris,Divers Sixty Five,01 733 7747 4354-07 8 17 18,N/A,N/A,N/A,2022,New,Men's watch/Unisex,36 mm,N/A,2010.0
11042,"TAG Heuer Carrera Heuer-02T
Car5A8E Aston Martin Tourbillon","$20,128",TAG Heuer,Carrera Heuer-02T,CAR5A8E.FT6181,N/A,N/A,N/A,2021 (Approximation),Unworn,Men's watch/Unisex,45 mm,N/A,20128.0
11820,"Hublot Spirit of Big Bang
Chronograph 18K King Gold & Diamonds Man's Watch","$40,572",Hublot,Spirit of Big Bang,642.OX.0180.RX.1104,Automatic,N/A,N/A,Unknown,New,Men's watch/Unisex,N/A,N/A,40572.0
14725,"Cartier Pasha C
2324","$3,900",Cartier,Pasha C,2324,N/A,N/A,N/A,2000 (Approximation),Unworn,Women's watch,35 mm,N/A,3900.0
178,"Sinn
936 Stainless Steel Bracelet / Black Dial","$3,286",Sinn,N/A,936.010,N/A,N/A,N/A,2022 (Approximation),New,Men's watch/Unisex,43 mm,N/A,3286.0
13709,"Seiko Prospex
Diver New Turtle SRP775K1",$374,Seiko,Prospex,SRP775K1,N/A,N/A,N/A,2021 (Approximation),Very good,Men's watch/Unisex,45 mm,N/A,374.0
10009,"Breitling Navitimer 1 B01 Chronograph
AB0137211C1P1","$6,900",Breitling,Navitimer 1 B01 Chronograph,AB0137211C1P1,N/A,N/A,N/A,2022,Very good,Men's watch/Unisex,46 mm,N/A,6900.0
4162,"Jaeger-LeCoultre
ジャガー・ルクルト マスター マスターリザーブ・ド・マルシェ140.8.93","$4,800",Jaeger-LeCoultre,N/A,140.8.93,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,37 mm,N/A,4800.0
2323,"Jaeger-LeCoultre Master Calendar
Control Calendar 40mm","$15,665",Jaeger-LeCoultre,Master Calendar,Q4148420 or 4148420,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,40 mm,N/A,15665.0
869,"Vacheron Constantin
Phidias Automatic","$14,377",Vacheron Constantin,N/A,48010,N/A,N/A,N/A,1990,Very good,Men's watch/Unisex,33 mm,N/A,14377.0
2762,"Tudor Black Bay
M79230R-0012","$4,256",Tudor,Black Bay,M79230R-0012,N/A,N/A,N/A,2022,New,Men's watch/Unisex,41 mm,N/A,4256.0
18075,N/A,"$6,658",Rolex,Oyster Perpetual 31,177200,N/A,Steel,Steel,2017,N/A,N/A,31 mm,Very good,6658.0
5880,"Richard Mille RM 037
Automatic Winding Rose Gold",Price on request,Richard Mille,RM 037,RM 037,Automatic,Rose gold,Rubber,2023,Unworn,Women's watch,52.63 x 34.40 mm,N/A,0.0
39495,"Omega Speedmaster Racing
Chronograph Co-Axial","$6,950",Omega,Speedmaster Racing,329.30.44.51.04.001,Automatic,Steel,Steel,2022,Very good,Men's watch/Unisex,44.25 mm,N/A,6950.0
14327,N/A,"$16,928",Rolex,GMT-Master,16753,N/A,Gold/Steel,Gold/Steel,Unknown,N/A,N/A,40 mm,Good,16928.0
9098,"Cartier Ronde Solo de Cartier
2934","$2,500",Cartier,Ronde Solo de Cartier,2934,N/A,N/A,N/A,2007 (Approximation),Very good,Men's watch/Unisex,36 mm,N/A,2500.0
5130,"Patek Philippe Nautilus
Mondphase (40mm) Ref.: 5712R Roségold mit Box & Archivauszug aus 2008","$96,898",Patek Philippe,Nautilus,5712r,Automatic,Rose gold,Leather,2008,Very good,Men's watch/Unisex,40 mm,N/A,96898.0
52772,N/A,"$17,995",Rolex,Lady-Datejust Pearlmaster,69299,N/A,White gold,White gold,1995,N/A,N/A,29 mm,Very good,17995.0
30622,"Omega Speedmaster
Michael Schumacher 351061","$3,363",Omega,Speedmaster,3510.61.00,Automatic,Steel,Steel,Unknown,Very good,N/A,39 mm,N/A,3363.0
35447,N/A,"$5,613",Rolex,Lady-Datejust,79174,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,Very good,5613.0
2880,"Seiko Marinemaster
[N MINT]SEIKO TUNA SBBN035 7C46-0AG0 Marinemaster 300m Men's Watch JAPAN 649 JDM",$949,Seiko,Marinemaster,7C46-0AG0,Quartz,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,47 mm,N/A,949.0
5609,"Seiko Presage
SARW021 - Presage Automatic White Dial Stainless Steel Men's Watch",$770,Seiko,Presage,SARW021,Automatic,Steel,Steel,Unknown,Unworn,Men's watch/Unisex,40.8 mm,N/A,770.0
