id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition,price_double
2434,"TAG Heuer Carrera
Calibre Heuer 02 80","$6,337",TAG Heuer,Carrera,CBG2A10.FT6168,Automatic,Steel,Rubber,2023,New,Men's watch/Unisex,45 mm,N/A,6337.0
9102,"Longines DolceVita
L5.255.4.71.A","$1,719",Longines,DolceVita,L5.255.4.71.A,N/A,N/A,N/A,2023,Unworn,Women's watch,N/A,N/A,1719.0
6993,"Hublot Big Bang Unico
White Ceramic (ビッグ・バン ウニコ ホワイト セラミック)","$11,959",Hublot,Big Bang Unico,411.HX.1170.RX,Automatic,N/A,N/A,Unknown,Very good,Men's watch/Unisex,45 mm,N/A,11959.0
11088,N/A,"$25,054",Rolex,Submariner (No Date),5512,N/A,N/A,N/A,1959,N/A,N/A,40 mm,Good,25054.0
11382,"Longines Admiral
5 stars automatic",$996,Longines,Admiral,N/A,N/A,N/A,N/A,1970 (Approximation),Very good,Men's watch/Unisex,34 x 37 mm,N/A,996.0
27078,N/A,"$6,715",Rolex,Datejust Oysterquartz,17013,N/A,Gold/Steel,Gold/Steel,1984,N/A,N/A,36 x 42 mm,Very good,6715.0
21965,"Omega Seamaster
2849","$1,148",Omega,Seamaster,2849,N/A,N/A,N/A,1958,Good,Men's watch/Unisex,34 x 42 mm,N/A,1148.0
9020,"Longines DolceVita
L5.255.4.71.5","$1,581",Longines,DolceVita,L5.255.4.71.5,Quartz,Steel,Leather,2023,New,Women's watch,20.8 x 32 mm,N/A,1581.0
12810,"Audemars Piguet Royal Oak Chronograph
City of Sails Chronograph 25979ST Royal Oak SS","$28,500",Audemars Piguet,Royal Oak Chronograph,N/A,Automatic,Steel,Rubber,Unknown,N/A,Men's watch/Unisex,40 mm,N/A,28500.0
57898,N/A,"$45,183",Rolex,GMT-Master II,126719BLRO,N/A,White gold,White gold,2020,N/A,N/A,40 mm,Unworn,45183.0
3610,"Panerai Luminor Submersible
箱・保証書付き パネライ ルミノール サブマーシブル スモールセコンド デイト PAM01024 自動巻き メンズ 2210 中古","$4,407",Panerai,Luminor Submersible,PAM01024,Automatic,Steel,Rubber,Unknown,Fair,Men's watch/Unisex,43 mm,N/A,4407.0
27750,"Omega Seamaster
1432","$1,254",Omega,Seamaster,1432,N/A,N/A,N/A,1980 (Approximation),Good,Men's watch/Unisex,N/A,N/A,1254.0
5580,"Tudor Prince Oysterdate
Automatic - 72033 - steel-gold - Papers - 1994","$2,174",Tudor,Prince Oysterdate,72033,N/A,N/A,N/A,1994,Good,Men's watch/Unisex,32 mm,N/A,2174.0
1384,"Seiko Prospex
Diver's Stainless Steel Green Dial Automatic SRPH15K SRPH15K1 SRPH15K 200M Men's Watch",$352,Seiko,Prospex,SRPH15K1,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,42 mm,N/A,352.0
53739,N/A,"$10,900",Rolex,Submariner Date,16613,N/A,Gold/Steel,Gold/Steel,2003,N/A,N/A,40 mm,Good,10900.0
1987,"TAG Heuer Carrera Calibre 16
CV2A1AC.BA0738 - Carrera Calibre 16 DD Automatic White Dial Men's Watch","$3,613",TAG Heuer,Carrera Calibre 16,CV2A1AC.BA0738,Automatic,Steel,Steel,Unknown,New,Men's watch/Unisex,43 mm,N/A,3613.0
10074,"Cartier
Vendome","$2,711",Cartier,N/A,N/A,N/A,N/A,N/A,1990,Very good,N/A,30 mm,N/A,2711.0
15424,"Omega Seamaster 300
Co-Axial","$11,679",Omega,Seamaster 300,233.20.41.21.01.001,N/A,N/A,N/A,2023,New,Men's watch/Unisex,41 mm,N/A,11679.0
5542,N/A,"$6,314",Rolex,Datejust 36,16013,N/A,N/A,N/A,1983,N/A,N/A,36 mm,Good,6314.0
16171,"Omega Speedmaster Day Date
3520.50.00","$3,191",Omega,Speedmaster Day Date,3520.50.00,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,39 x 45 mm,N/A,3191.0
2277,"Omega Speedmaster Reduced
1143 ref.175.0032","$3,990",Omega,Speedmaster Reduced,175.0032,N/A,N/A,N/A,1998 (Approximation),Unworn,Men's watch/Unisex,39 mm,N/A,3990.0
8945,"Audemars Piguet Royal Oak
77350ST.OO.1261ST.01","$28,750",Audemars Piguet,Royal Oak,77350ST.OO.1261ST.01,Automatic,Steel,Steel,Unknown,Very good,Women's watch,34 mm,N/A,28750.0
159,"Seiko Prospex
International Edition Prospex Sumo Automatic SPB101J1","$1,299",Seiko,Prospex,SPB101J1,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,45 x 42 mm,N/A,1299.0
9455,"Longines Master Collection
Diamonds Automatic 34 Mm Master","$2,464",Longines,Master Collection,L2.357.4.98.6,N/A,N/A,N/A,2023,Unworn,Women's watch,34 mm,N/A,2464.0
29728,"Omega Seamaster Planet Ocean
600 M Co-Axial Master Chronometer 43,5mm","$7,696",Omega,Seamaster Planet Ocean,215.30.44.21.01.001,Automatic,Steel,Steel,2023,New,Men's watch/Unisex,43.5 mm,N/A,7696.0
7132,"IWC Portofino Automatic
IW356504","$9,718",IWC,Portofino Automatic,IW356504,Automatic,Rose gold,Crocodile skin,2015,Very good,Men's watch/Unisex,40 mm,N/A,9718.0
57364,N/A,"$11,525",Rolex,Yacht-Master 40,16622,N/A,N/A,N/A,2002,N/A,N/A,40 mm,Good,11525.0
18524,"Omega Speedmaster Ladies Chronograph
324.15.38.40.10.001 Bold Purple Dial Stainless Steel","$4,947",Omega,Speedmaster Ladies Chronograph,324.15.38.40.10.001,Automatic,Steel,N/A,Unknown,Very good,Men's watch/Unisex,N/A,N/A,4947.0
11811,"Patek Philippe Calatrava
Rose Gold White Dial Mens Watch 5119","$14,740",Patek Philippe,Calatrava,5119R,Manual winding,Rose gold,Leather,Unknown,Very good,Men's watch/Unisex,36 mm,N/A,14740.0
23429,"Omega Globemaster
Constellation Globemaster Co-Axial Master Chronometer Automatic Watch Stainless Steel 39","$4,865",Omega,Globemaster,N/A,Automatic,Steel,Steel,2016,Very good,Men's watch/Unisex,39 mm,N/A,4865.0
3666,"IWC Ingenieur Automatic
インヂュニア オートマチック ミッションアース “PLASTIKI プラスティキ” Ref.IW323608 中古品 メンズ 腕時計","$5,030",IWC,Ingenieur Automatic,IW323608,N/A,N/A,N/A,Unknown,Good,N/A,46 mm,N/A,5030.0
7414,"Longines Master Collection
The Longines Master Collection","$6,210",Longines,Master Collection,L2.628.8.78.3,Automatic,N/A,N/A,2023,New,Women's watch,38.5 mm,N/A,6210.0
24291,N/A,"$10,008",Rolex,Milgauss,116400GV,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Very good,10008.0
10508,"Hublot Big Bang 41 mm
Vendome Paris Boutique Special Edition 'Red Magic' Chronograph 41mm Black",Price on request,Hublot,Big Bang 41 mm,341.CI.1123.GR,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,N/A,N/A,0.0
3172,"Oris
オリス アクイス メンズ オートマ 01.733.7766.4158 SS gg","$1,381",Oris,N/A,N/A,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,41 mm,N/A,1381.0
59046,N/A,"$16,665",Rolex,Datejust 41,126300,N/A,N/A,N/A,2022,N/A,N/A,41 mm,Unworn,16665.0
3198,"Breitling Superocean Heritage
B20 Automatic 44","$4,946",Breitling,Superocean Heritage,N/A,N/A,N/A,N/A,2023 (Approximation),Unworn,N/A,N/A,N/A,4946.0
14653,"Longines Master Collection
Automatic 42mm L2.893.4.78.3 L28934783","$1,801",Longines,Master Collection,N/A,Automatic,Steel,Crocodile skin,2023,New,Men's watch/Unisex,42 mm,N/A,1801.0
8108,"Hublot Elegant
DEPOSE","$3,105",Hublot,Elegant,1810.1,N/A,N/A,N/A,2001 (Approximation),Very good,Men's watch/Unisex,40 mm,N/A,3105.0
42633,N/A,"$15,831",Rolex,Datejust 41,126333,N/A,Gold/Steel,Gold/Steel,2019,N/A,N/A,41 mm,Unworn,15831.0
29649,N/A,"$17,411",Rolex,GMT-Master II,116710BLNR,N/A,Steel,Steel,2017,N/A,N/A,40 mm,Good,17411.0
18241,N/A,"$7,223",Rolex,Oyster Perpetual 28,276200,N/A,Steel,Steel,2022,N/A,N/A,28 x 33 mm,Unworn,7223.0
16249,"Breitling Aerospace
F65062 Second UTC Dial Pre-Owned Watch Only","$2,850",Breitling,Aerospace,F65062,Quartz,Titanium,Titanium,Unknown,Good,Men's watch/Unisex,40 mm,N/A,2850.0
569,"TAG Heuer Aquaracer
Professional 200 Aquaracer 40mm","$2,217",TAG Heuer,Aquaracer,WBP1111.BA0627,Quartz,Steel,Steel,2023,New,Men's watch/Unisex,40 mm,N/A,2217.0
70941,N/A,"$11,864",Rolex,Air King,116900,N/A,N/A,N/A,2019,N/A,N/A,40 mm,Good,11864.0
34556,"Omega Speedmaster Date
Automatic","$2,195",Omega,Speedmaster Date,3513.50,Automatic,Steel,Steel,1998,Fair,Men's watch/Unisex,39 x 13.5 mm,N/A,2195.0
3012,N/A,"$8,936",Rolex,Lady-Datejust,179174,N/A,N/A,N/A,2012,N/A,N/A,26 mm,Very good,8936.0
3255,"Hublot Classic Fusion Chronograph
541.VX.1130.RX","$27,489",Hublot,Classic Fusion Chronograph,541.VX.1130.RX,Automatic,Yellow gold,Rubber,2023,New,Men's watch/Unisex,42 mm,N/A,27489.0
2830,"IWC Portofino Chronograph
IW391406","$6,906",IWC,Portofino Chronograph,IW391406,N/A,N/A,N/A,2022 (Approximation),Unworn,Men's watch/Unisex,39 mm,N/A,6906.0
2273,"TAG Heuer Aquaracer Lady
WAY1395.BH0716 - Aquaracer Quartz Black Dial Diamond Ladies Watch","$2,842",TAG Heuer,Aquaracer Lady,WAY1395.BH0716,Quartz,Ceramic,Ceramic,Unknown,New,Women's watch,35 mm,N/A,2842.0
28038,N/A,"$55,194",Rolex,Day-Date 40,228349RBR,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Unworn,55194.0
997,"Omega Constellation
Co-axial Master Chronometer Constellation","$21,514",Omega,Constellation,131.50.29.20.52.002,Automatic,Yellow gold,Yellow gold,2022,New,N/A,29 mm,N/A,21514.0
72474,N/A,"$109,995",Rolex,Daytona,116519LN,N/A,White gold,Rubber,2022,N/A,N/A,40 mm,Very good,109995.0
3477,"Audemars Piguet Royal Oak
\"50th Anniversary\" Unworn Full Set 2022","$72,878",Audemars Piguet,Royal Oak,15510OR.OO.D002CR.01,N/A,N/A,N/A,2022,New,Men's watch/Unisex,41 mm,N/A,72878.0
22773,N/A,"$45,028",Rolex,Daytona,116528,N/A,N/A,N/A,2004,N/A,N/A,40 mm,Very good,45028.0
48627,N/A,"$15,600",Rolex,Datejust 41,126334,N/A,N/A,N/A,2022 (Approximation),N/A,N/A,41 mm,New,15600.0
1610,"Zenith
Ladies Wristwatch Nicole Lausanne","$1,104",Zenith,N/A,N/A,N/A,N/A,N/A,1928,Very good,Women's watch,32 mm,N/A,1104.0
46595,N/A,"$9,995",Rolex,Air King,116900,N/A,Steel,Steel,2020,N/A,N/A,40 mm,New,9995.0
2413,"Seiko 5
Automatic Gold Dial Silver Steel Mens SNKL81K1 RRP £159",$160,Seiko,5,SNKL81K1,Automatic,Steel,Steel,2020 (Approximation),New,Men's watch/Unisex,38 mm,N/A,160.0
3146,N/A,"$7,110",Rolex,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,32 mm,Good,7110.0
37921,N/A,"$12,300",Rolex,Datejust 36,126234,N/A,Steel,Steel,2023,N/A,N/A,36mm mm,New,12300.0
59137,N/A,"$14,575",Rolex,Air King,116900-0001,N/A,N/A,N/A,2020,N/A,N/A,40 mm,New,14575.0
16807,"Seiko
6245-9000 グランドセイコー デイト 自動巻き メンズ 箱付き_723100 中古","$1,082",Seiko,N/A,6245-9000,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,36 mm,N/A,1082.0
48602,N/A,"$12,750",Rolex,Submariner Date,16613,N/A,Gold/Steel,Gold/Steel,2000,N/A,N/A,40 mm,Very good,12750.0
3982,"Jaeger-LeCoultre Reverso
Q2608440","$6,747",Jaeger-LeCoultre,Reverso,Q2608440,Manual winding,Steel,Leather,2021,New,N/A,N/A,N/A,6747.0
69490,N/A,Price on request,Rolex,Daytona,116509,N/A,White gold,White gold,Unknown,N/A,N/A,40 mm,Very good,0.0
45258,N/A,"$13,245",Rolex,Datejust 41,126334-0003,N/A,N/A,N/A,2023,N/A,N/A,41 mm,New,13245.0
16243,"Omega
Gilbert Albert Mailles d'Or et Diamonds Ladies Naturalistic Baumgartner Case","$9,471",Omega,N/A,N/A,N/A,N/A,N/A,1973,Very good,Women's watch,N/A,N/A,9471.0
62317,N/A,"$13,163",Rolex,Datejust 36,1601,N/A,Yellow gold,Crocodile skin,1970,N/A,N/A,36 x 44 mm,Good,13163.0
30401,N/A,"$3,500",Rolex,Cellini,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,Very good,3500.0
16155,"Cartier Tank Américaine
White Gold Diamond Ladies Watch WB701851","$11,100",Cartier,Tank Américaine,WB701851,Quartz,White gold,N/A,Unknown,Very good,Women's watch,19 x 35 mm,N/A,11100.0
43133,N/A,"$3,200",Rolex,Oyster Perpetual Lady Date,79190,N/A,N/A,N/A,2000,N/A,N/A,26 mm,Very good,3200.0
1334,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
41 Rose Double Balance Skeleton 2020 , full set","$220,000",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407OR.OO.1220OR.01,N/A,N/A,N/A,2020,Very good,Men's watch/Unisex,41 mm,N/A,220000.0
7659,"Breitling Super Avenger
Chronograph 48 Night Mission A13375101C1X1","$5,050",Breitling,Super Avenger,N/A,Automatic,Titanium,Leather,2020,Very good,N/A,48 mm,N/A,5050.0
2547,"Breitling Navitimer
Automatic A17395201K1P2","$4,163",Breitling,Navitimer,A17395201K1P2,Automatic,Steel,Leather,2023,Unworn,N/A,35 mm,N/A,4163.0
300,"Breitling Superocean Heritage
'57 Pastel Paradise Aquamarin",Price on request,Breitling,Superocean Heritage,A10340161C1X1,N/A,N/A,N/A,2023,Unworn,Women's watch,38 mm,N/A,0.0
10928,"Longines
seltene antike Klassik Sammler Herrenuhr von 1952 - Kaliber 12.68ZS",$916,Longines,N/A,N/A,N/A,N/A,N/A,1952,Good,Men's watch/Unisex,35.7 mm,N/A,916.0
26867,"Omega
Fancy lugs - 18k - Rare design","$1,653",Omega,N/A,N/A,N/A,N/A,N/A,1947,Good,Men's watch/Unisex,"33,5 x 35,3 mm",N/A,1653.0
57147,N/A,"$6,100",Rolex,N/A,"ROLEX | Precision, Jumbo Dresswatch, Ref. 4498",N/A,Steel,Textile,1940,N/A,N/A,N/A,Very good,6100.0
13841,N/A,"$28,401",Rolex,Explorer II,1655,N/A,N/A,N/A,Unknown,N/A,N/A,38 mm,Fair,28401.0
5338,"Tudor Black Bay
79470-0001","$4,036",Tudor,Black Bay,79470-0001,N/A,N/A,N/A,2022,Unworn,Men's watch/Unisex,39 mm,N/A,4036.0
12735,"Hublot Big Bang 44 mm
Reference# 301.SB.131.RX","$8,900",Hublot,Big Bang 44 mm,301.SB.131.RX,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,8900.0
7555,"Patek Philippe Golden Ellipse
18 Karat Gelbgold Ellipse Jumbo Herrenuhr mit Goldband Kaliber 23-300 PM im Top Zustand","$13,110",Patek Philippe,Golden Ellipse,3544,N/A,N/A,N/A,1965 (Approximation),Very good,Men's watch/Unisex,33 mm,N/A,13110.0
55558,N/A,"$21,200",Rolex,Submariner Date,116610LV,N/A,Steel,Steel,2012,N/A,N/A,40 mm,Very good,21200.0
12212,"Cartier Ballon Bleu 28mm
Stainless Steel Silver Roman Dial WSBB0067","$4,950",Cartier,Ballon Bleu 28mm,N/A,Automatic,Steel,Steel,2023,New,Women's watch,28 mm,N/A,4950.0
11981,"Hublot Big Bang
33mm One Click 18K King Gold White Pave Watch","$26,460",Hublot,Big Bang,485.OE.2080.RW.1604,Automatic,N/A,N/A,Unknown,New,Women's watch,N/A,N/A,26460.0
6018,N/A,"$12,978",Rolex,Datejust 36,116244,N/A,Steel,Steel,Unknown,N/A,N/A,36 mm,Good,12978.0
55990,N/A,"$3,064",Rolex,Oyster Perpetual,6719,N/A,Yellow gold,Leather,1979 (Approximation),N/A,N/A,26 x 34 mm,Good,3064.0
18485,"Seiko
5 Sport - Series Pepsi Bezel SRPD53 ( NEW ) FREE SHIPPING",$429,Seiko,N/A,SRPD53K1,N/A,N/A,N/A,2021,New,Men's watch/Unisex,42.5 mm,N/A,429.0
2112,"Audemars Piguet Royal Oak Selfwinding
15500ST.OO.1220ST.01","$53,335",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.01,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,41 mm,N/A,53335.0
57428,N/A,"$20,224",Rolex,GMT-Master II,126710BLNR Batman NEU,N/A,N/A,N/A,2023,N/A,N/A,40 mm,New,20224.0
2970,"Audemars Piguet Royal Oak Offshore Grand Prix
26290IO","$34,316",Audemars Piguet,Royal Oak Offshore Grand Prix,26290IO.OO.A001VE.01,Automatic,Carbon,Leather,2012,Fair,Men's watch/Unisex,44 x 56 mm,N/A,34316.0
5230,"Oris Divers
65 Hodinkee 250 Piece Limited Edition","$2,149",Oris,Divers,0173077574083,N/A,N/A,N/A,2018,Very good,Men's watch/Unisex,40 x 48 mm,N/A,2149.0
60031,N/A,"$23,614",Rolex,GMT-Master II,126711CHNR,N/A,N/A,N/A,2022,N/A,N/A,40 mm,Very good,23614.0
8456,"IWC Aquatimer Automatic 2000
IW356810","$4,800",IWC,Aquatimer Automatic 2000,IW356810,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,4800.0
29186,N/A,"$11,850",Rolex,GMT-Master II,16710,N/A,N/A,N/A,1996,N/A,N/A,40 mm,Very good,11850.0
9802,"TAG Heuer Formula 1 Quartz
WAU1111.BA0858",$854,TAG Heuer,Formula 1 Quartz,WAU1111.BA0858,N/A,N/A,N/A,2012 (Approximation),Very good,Men's watch/Unisex,41 mm,N/A,854.0
16937,N/A,"$4,063",Rolex,Oyster Perpetual,67193,N/A,N/A,N/A,1990 (Approximation),N/A,N/A,26 mm,Very good,4063.0
7048,"TAG Heuer Carrera Lady
Date 36 - WBN2311.BA0001 - blue","$3,449",TAG Heuer,Carrera Lady,WBN2311.BA0001,N/A,N/A,N/A,2023,New,Women's watch,N/A,N/A,3449.0
26017,N/A,"$28,940",Rolex,Daytona,16520,N/A,N/A,N/A,1999,N/A,N/A,40 mm,Very good,28940.0
16928,"Seiko
セイコー メカニカル デイト 4S35-8000 自動巻き メンズ_723381 中古",$424,Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,36 mm,N/A,424.0
951,N/A,"$58,092",Rolex,Daytona,116518LN PN,N/A,Yellow gold,Rubber,2022,N/A,N/A,40 mm,Unworn,58092.0
44313,N/A,"$10,875",Rolex,Datejust 41,126300,N/A,Steel,Steel,2022,N/A,N/A,41 x 48 mm,Unworn,10875.0
1367,"Cartier Calibre de Cartier Chronograph
W7100045","$8,550",Cartier,Calibre de Cartier Chronograph,W7100045,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,42 mm,N/A,8550.0
4050,"Cartier Pasha
Flinque Dial Ladies Watch Pasha De Automatic WSPA0012",Price on request,Cartier,Pasha,WSPA0012,N/A,N/A,N/A,2023,Unworn,Women's watch,35 mm,N/A,0.0
17809,N/A,"$21,397",Rolex,GMT-Master,1675,N/A,N/A,N/A,1966,N/A,N/A,40 mm,Very good,21397.0
9993,"Patek Philippe Nautilus
5711/1A-010","$129,500",Patek Philippe,Nautilus,5711/1A-010,N/A,N/A,N/A,2019 (Approximation),Very good,Men's watch/Unisex,40 x 38 mm,N/A,129500.0
11399,N/A,"$15,574",Rolex,Datejust 31,178271,N/A,N/A,N/A,2014,N/A,N/A,31 mm,Very good,15574.0
54255,N/A,Price on request,Rolex,Day-Date 40,228235,N/A,Rose gold,Rose gold,2022,N/A,N/A,40 mm,Unworn,0.0
885,"Zenith Defy
87.9001.670/79.R589 - Defy Classic Automatic Skeleton Dial Men's Watch","$6,984",Zenith,Defy,87.9001.670/79.R589,Automatic,Titanium,Leather,Unknown,New,Men's watch/Unisex,41 mm,N/A,6984.0
11403,"Seiko Presage
SARY093",$366,Seiko,Presage,SARY093,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,48.4 mm,N/A,366.0
10489,"Hublot King Power
Big Bang King Power F1 Limited to 500 - Zirconium 703.ZM.1123.NR.FM010","$24,495",Hublot,King Power,703.ZM.1123.NR.FM010,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,48 mm,N/A,24495.0
3893,"Omega Seamaster Aqua Terra
231.13.43.22.01.001 - Seamaster Automatic Black Dial Stainless Steel Men's Watch","$5,421",Omega,Seamaster Aqua Terra,231.13.43.22.01.001,Automatic,Steel,Leather,Unknown,New,Men's watch/Unisex,43 mm,N/A,5421.0
15472,"Breitling Super Avenger II
Chronograph Automatic 48 mm White Dial Men's A1337111","$4,500",Breitling,Super Avenger II,N/A,N/A,N/A,N/A,Unknown,Very good,N/A,48 mm,N/A,4500.0
6093,"Cartier Santos Galbée
187901","$2,769",Cartier,Santos Galbée,187901,Quartz,Gold/Steel,Leather,1998 (Approximation),Very good,Men's watch/Unisex,29 x 41 mm,N/A,2769.0
4607,"IWC
Tribute To 3705 Watch Chronograph Edition","$14,900",IWC,N/A,IW387905,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,41 mm,N/A,14900.0
7520,"Patek Philippe Nautilus
パテック・フィリップ ノーチラス アニュアルカレンダー5726/1A-001","$143,210",Patek Philippe,Nautilus,5726/1A-001,Automatic,Steel,N/A,Unknown,Good,Men's watch/Unisex,40.5 mm,N/A,143210.0
7348,"Tudor Glamour Date
53003","$2,693",Tudor,Glamour Date,53003,Automatic,Gold/Steel,Gold/Steel,2019,Very good,Women's watch,31 mm,N/A,2693.0
3988,"Jaeger-LeCoultre Polaris
Q9008180","$7,951",Jaeger-LeCoultre,Polaris,Q9008180,Automatic,Steel,Steel,2019,New,N/A,41 mm,N/A,7951.0
49529,N/A,"$21,288",Rolex,Day-Date 36,1803,N/A,Yellow gold,N/A,1968 (Approximation),N/A,N/A,36 mm,Very good,21288.0
1996,"Jaeger-LeCoultre Master Ultra Thin Moon
39mm 1368430","$10,230",Jaeger-LeCoultre,Master Ultra Thin Moon,Q1368430,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,39 mm,N/A,10230.0
68671,N/A,"$26,100",Rolex,Daytona,16523,N/A,N/A,N/A,1997,N/A,N/A,40 mm,Very good,26100.0
14628,N/A,"$21,442",Rolex,GMT-Master II,126710BLNR,N/A,Steel,Steel,2022 (Approximation),N/A,N/A,40 mm,Unworn,21442.0
5714,"Richard Mille RM 011
11-03 Le Mans Edition","$734,341",Richard Mille,RM 011,RM 11-03,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,49.94 x 44.50 mm,N/A,734341.0
7125,"TAG Heuer Aquaracer Lady
Professional 300 Ref. WBP231C.BA0626 Grey Dial Steel Bracelet","$2,996",TAG Heuer,Aquaracer Lady,WBP231C.BA0626,N/A,N/A,N/A,Unknown,New,Women's watch,36 mm,N/A,2996.0
63353,N/A,"$8,982",Rolex,Explorer,114270,N/A,Steel,Steel,2005,N/A,N/A,36 mm,Very good,8982.0
8174,"Tudor Pelagos
Left Hand Automatic Black Dial Men's Watch 25610TNL","$4,500",Tudor,Pelagos,N/A,N/A,N/A,N/A,2020,Very good,N/A,42 mm,N/A,4500.0
37130,"Omega Seamaster Planet Ocean
215.33.40.20.01.001","$4,750",Omega,Seamaster Planet Ocean,215.33.40.20.01.001,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,39.5 mm,N/A,4750.0
15988,"Omega Seamaster Diver 300 M
Blue Mens 41MM 2542.80","$2,223",Omega,Seamaster Diver 300 M,2542.80.00,Quartz,Steel,Steel,1993,Good,Men's watch/Unisex,41 mm,N/A,2223.0
10071,"Hublot Classic Fusion Racing Grey
565.NX.7071.LR","$7,391",Hublot,Classic Fusion Racing Grey,565.NX.7071.LR,Automatic,Titanium,Crocodile skin,2020,Very good,Men's watch/Unisex,38 mm,N/A,7391.0
20542,"Omega Seamaster
vintage Bumper 34mm 1952","$2,041",Omega,Seamaster,N/A,N/A,N/A,N/A,1952,Very good,Men's watch/Unisex,34 mm,N/A,2041.0
42156,N/A,"$3,999",Rolex,Oyster Perpetual Date,1550,N/A,Gold/Steel,Crocodile skin,1973,N/A,N/A,34 mm,Good,3999.0
72266,N/A,Price on request,Rolex,Datejust 36,126231-0028,N/A,N/A,N/A,2023,N/A,N/A,36 mm,Unworn,0.0
11113,"Breitling
中古 ブライトリング BREITLING A17313 コルト 41 デイト 自動巻き メンズ 美品 N#124017","$1,911",Breitling,N/A,A17313,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,40.5 mm,N/A,1911.0
17610,"Breitling Superocean Heritage
AB2030161C1S1","$3,200",Breitling,Superocean Heritage,AB2030161C1S1,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,3200.0
